token,valor_real
RUC_e172ca268bfc,2022190206
RUC_76de0b7fc4c6,2057750040
RUC_752a92f544f8,2083236096
RUC_e9a4def0a8bb,2070262664
RUC_667260583484,2091840603
RUC_c154e36f5f55,2011020714
RUC_6f212d23882f,2036119586
RUC_d88b1f11dd76,2054553077
RUC_fc291a6d0225,2047909598
RUC_af8c788163c2,2038848428
RUC_09e7a4333e95,2054283108
RUC_94ee4ba5292e,2064043539
RUC_8d2aab445d89,2050348529
RUC_bcadb564ab7e,2070054625
RUC_75bd5bbab3a8,2087841208
RUC_312c82367343,2034994857
RUC_9abc50e298b4,2051341964
RUC_4d89d487b17d,2029838667
RUC_2393d73e95a2,2085300720
RUC_c0eb32993806,2097998127
RUC_6494a97de600,2036252758
RUC_7748099509ac,2038298370
RUC_a04cf0f25770,2066464531
RUC_7a72fb4f6771,2053585542
RUC_3104096fdf60,2003740540
RUC_033b3e1f1842,2027994752
RUC_4e468cec1d7b,2067346691
RUC_c49f99e6bee3,2088859624
RUC_536bf24e55f3,2025650857
RUC_18529e0b2951,2031395900
RUC_5088ae0f6587,2011067330
RUC_1fb32a8352f9,2008330743
RUC_95c441b83904,2080284452
RUC_3325bec3f324,2014968629
RUC_674d44dd4746,2039317482
RUC_0734c77c2371,2046930363
RUC_afd6d13cae44,2075957069
RUC_b09032ab5bfb,2025402020
RUC_fce202044a0c,2086906355
RUC_ca9fa6c47d2f,2024654901
RUC_77ebc8c43318,2077669628
RUC_4586576973ff,2069501836
RUC_8b01263dbda4,2067472025
RUC_0f7985045192,2003660112
RUC_4dc445a5b759,2001304335
RUC_7ee412bb6525,2064277467
RUC_62e52dcb3e95,2024425530
RUC_085418e98131,2045641140
RUC_3dd55850479b,2048226249
RUC_818bca8dd7f3,2021563134
RUC_d9e387558566,2059725559
RUC_5d51b92a0512,2071586209
RUC_e1a73e407c30,2020228816
RUC_6bdf98dee347,2016725272
RUC_af7ff33d164b,2072690831
RUC_f1bca3d3ecb3,2049766978
RUC_9cf533190c90,2096608121
RUC_d88b9c2f9a75,2037039972
RUC_5765c34e5a1b,2010231031
RUC_885c6b4f953a,2098965055
RUC_431c7943f6a8,2058571451
RUC_41b67815f1f2,2020274387
RUC_abeb8c2ca982,2074987251
RUC_6a732014e02e,2032219870
RUC_4a517e82370a,2081561372
RUC_e29d9e2fe6c2,2092594405
RUC_7837324cac04,2026562260
RUC_c966e78e089d,2062666590
RUC_a7d2d60f33c0,2074271284
RUC_bed1c06f0140,2084074807
RUC_caa9ea52bf49,2076439409
RUC_0c4a88fed68f,2048046441
RUC_ddbb085672f5,2085352948
RUC_5d31d3f64319,2013237934
RUC_514d8f1831df,2087214722
RUC_b6a229b26b11,2012170806
RUC_b712494a8d56,2049811464
RUC_6e91c2310c6c,2026884680
RUC_aadc407d467c,2042893140
RUC_4c10f460ec8a,2073093583
RUC_30e9f26c1f8a,2065581182
RUC_cf091de32049,2012453412
RUC_0e6b7ca6520e,2084595191
RUC_06b3ef745c82,2000252800
RUC_c3debc8e1223,2054022480
RUC_834912a8547d,2079684847
RUC_3fb27a61dbad,2047081406
RUC_591514351f86,2093660214
RUC_ce74af8df419,2056897122
RUC_1180d7a3008a,2051775031
RUC_56828c56be85,2060519712
RUC_8409dbb51eb3,2094037394
RUC_5d2aee6f2c23,2090613378
RUC_8625d1f67b83,2019530122
RUC_0b7dbb2911a1,2080338247
RUC_35ecdc1e8108,2007494049
RUC_ea5a5e509ef6,2068242198
RUC_6b8a7c8edc42,2022935188
RUC_91ad85e390c4,2037638826
RUC_602e1d632609,2088510466
RUC_f3e285cebfa2,2034936943
RUC_5fbbfce386ff,2028234821
RUC_505eb30bf095,2078998333
RUC_b89ca00dcf15,2073105592
RUC_6d3206b6e441,2064658684
RUC_2a9411440c15,2071671933
RUC_f6803ece9a87,2079431606
RUC_3f2a3f9719cd,2091696217
RUC_65122111ddd7,2002846047
RUC_22b680ef930f,2066842380
RUC_f758a29dc21b,2047345079
RUC_0f3dd7797709,2069534308
RUC_db5d9074c2df,2054958528
RUC_3a83d2fe0e61,2026242865
RUC_efa04f1726ed,2005150947
RUC_0a46b7d1c292,2053317276
RUC_82f9e9c65d96,2006307509
RUC_cc78266216ea,2063339709
RUC_6f88f5cb46df,2024539936
RUC_ee0d84343468,2077617839
RUC_ab1b2d6bf072,2091061273
RUC_7fd14397f8b6,2024181924
RUC_dbc27ce746b2,2063036368
RUC_5a259f410769,2080300027
RUC_d51c2566c64f,2013492248
RUC_d88f8f38b2a4,2051127548
RUC_e6a3d9adf832,2025606787
RUC_47fd75c15a5e,2044366286
RUC_a29016ea433d,2008582435
RUC_c4d28934c334,2085588833
RUC_9f60ee686fa0,2015104553
RUC_6d358ade9e31,2093540049
RUC_d530777f6079,2053805361
RUC_87e5eeb442cb,2026613493
RUC_b1b79ae4207c,2017932836
RUC_3d426534c13f,2050364733
RUC_523d9c30c89e,2026598806
RUC_3a04990edf75,2097410254
RUC_3fa2f5a56ad3,2035721731
RUC_85196c52c0e7,2077987960
RUC_cf92a9b93290,2083295497
RUC_a097ea5ffb5d,2027945288
RUC_3a09db76df34,2067016446
RUC_0cd45fb49543,2097534487
RUC_2e950489ece8,2049062431
RUC_eda6c42256cf,2051804602
RUC_b897bd0b3b4f,2071834507
RUC_95c1760e7df7,2063773311
RUC_9a4f249f3a52,2096619821
RUC_d329de7bc675,2042176157
RUC_61311fded256,2028712026
RUC_e66afe32a1da,2019726332
RUC_c8a6c5d92899,2002657495
RUC_32c0d81b608e,2050562330
RUC_1d34eaee6459,2059508137
RUC_7abbf0cf87ab,2083487599
RUC_5f4ae89f238f,2015499295
RUC_580e2a0d983d,2007125725
RUC_aa97cf5ae9ae,2082202511
RUC_55868f670dea,2067006652
RUC_817f216950ef,2080971084
RUC_6a0715216a71,2003621431
RUC_b2cdd10d5888,2077915409
RUC_855a5cc3c8b3,2018136216
RUC_55930b4cd123,2033527809
RUC_e89d8add1d98,2016845190
RUC_31ab9e59092d,2070236567
RUC_2b44105b7c86,2043149098
RUC_ec09f334ccd3,2095085624
RUC_8c4ddda26394,2018747210
RUC_25e9e71740da,2029512487
RUC_f518bf81dbcc,2099316748
RUC_f182a8089df6,2079928492
RUC_8e0f716e0997,2040929331
RUC_84214f33fd35,2047640143
RUC_5dfc219d9466,2000279692
RUC_01fa24048175,2080580035
RUC_d948cb79d4cf,2031850278
RUC_e54c01d13b34,2078953582
RUC_6c33b0804c1f,2078272562
RUC_2ff16ad47c3e,2029074419
RUC_b5463599621a,2057769086
RUC_0d2d1ca203e2,2099526768
RUC_609a3cdfe130,2014166280
RUC_d116b7eec19c,2093200767
RUC_d84c851efc0f,2067641062
RUC_d81cabb3d1d1,2012916743
RUC_5a4aee8b42e3,2082057839
RUC_8e9e94536483,2001720617
RUC_28b5e173472d,2043779813
RUC_8a4997b87700,2059026768
RUC_2dba7408f94d,2065026469
RUC_42cedf4a7d13,2039933423
RUC_863db123459c,2033958304
RUC_e9576f81b856,2039728300
RUC_9a5bdc394e82,2063862131
RUC_e4bad0fe0378,2099531591
RUC_d456126b49f9,2078066090
RUC_76f42eeca40b,2061505168
RUC_ed59ee32217f,2031228249
RUC_1a55f5b665a0,2040502929
RUC_e29581fc96da,2015924484
RUC_69f9a0588dc0,2045782704
RUC_781c81882299,2096049962
RUC_83be77c72b8d,2059937005
RUC_35c71dacc7fb,2079795130
RUC_da45d90d52ff,2015336861
RUC_21e1f2faa68a,2070874147
RUC_9a09a8089de3,2000467776
RUC_68e36767a7f8,2031708273
RUC_fe12f9cde5ef,2032205889
RUC_99f5e0f463a4,2061497280
RUC_4d1503606b5a,2039981438
RUC_9b27a2b39f04,2004941501
RUC_712c4a4f9daa,2004899141
RUC_9368acf1c482,2022997625
RUC_207df5ffb4d7,2045425222
RUC_e2f02736a47b,2001341193
RUC_0931b0f5d164,2072116766
RUC_1877397226cd,2087931136
RUC_e5d2a9ee14ba,2042601129
RUC_914aeca00508,2025118840
RUC_c5d134e23e04,2007442327
RUC_e19bba23b2cf,2014706556
RUC_fdbc271406a2,2064617159
RUC_260d1598c66f,2026743546
RUC_9df347bf4869,2048390773
RUC_de470bcc3ba0,2006257040
RUC_048bf71359e2,2044945705
RUC_c381fee6524d,2094098136
RUC_ff869e546da4,2082130032
RUC_b96d66720ed9,2063015584
RUC_81e523137eaf,2013942122
RUC_33b7affbb4bc,2034781506
RUC_a4c9c1044088,2064887435
RUC_20805f150270,2079362481
RUC_84f7a495def2,2087905445
RUC_f3e84fe82ee3,2090318936
RUC_f83b3851ed17,2066717944
RUC_0ea23b65bf4b,2011315139
RUC_6d84db5d0555,2053555214
RUC_3f94bb6f3c77,2069073026
RUC_7a7a658b3354,2093963249
RUC_7c615deb20f0,2042702801
RUC_439160962225,2064819637
RUC_c9ed014d3140,2093993320
RUC_dbd12c0dff88,2022095080
RUC_45832b2e8f84,2097480168
RUC_0b72bb793889,2074315436
RUC_a1904c65a047,2088121602
RUC_2e2c69bc6014,2008268577
RUC_8273d0536a89,2088717616
RUC_05801f976efc,2016704268
RUC_17204b7aa380,2016738253
RUC_b21bd605a5b8,2028216422
RUC_83fb8048a24a,2098337123
RUC_9823f8e7bced,2022642503
RUC_2c354a22cb10,2025935157
RUC_6c2f57541ac2,2040655923
RUC_df321e7ef2d1,2098018480
RUC_813631da3930,2092787042
RUC_c065089c398c,2056088591
RUC_53c683d58be7,2000357153
RUC_f552c6a8f600,2054297630
RUC_bfb6c643b912,2052913932
RUC_a3ce57ac7236,2011804641
RUC_7a7dd64f8587,2007557329
RUC_fb99fe7093f3,2024833165
RUC_6c91b3f249e7,2071502889
RUC_c60e17137706,2007602207
RUC_d11ab6573f00,2000829287
RUC_db7551a67796,2060928654
RUC_bc6bc94b5222,2014633151
RUC_0d963318d90a,2083215398
RUC_65c1b72417ae,2081309251
RUC_bd90f3f98bfe,2080037559
RUC_cc7e8f7dcc08,2041539406
RUC_13b90817a90d,2015428590
RUC_4a96754004c0,2045297496
RUC_108e512cde96,2074037343
RUC_65316c31db59,2070061501
RUC_ffaaaf4a9c8a,2084339331
RUC_779b40e6f791,2001115330
RUC_0aee3d8d253f,2010441811
RUC_0f49ef075e2f,2077664976
RUC_733b276b6c46,2087681453
RUC_c48d16dbaac9,2052552788
RUC_3ef29bb7c1af,2029095052
RUC_e09236110104,2051657671
RUC_1e09b2b748ae,2004540046
RUC_9e02dd0c8e65,2014431588
RUC_e7178f95bba8,2031756935
RUC_17073f5c5a64,2028013190
RUC_3e42e73c0db6,2083488968
RUC_da059e7922c7,2049019784
RUC_a493e8f4687e,2009112149
RUC_9d4f0f4ac5cd,2019210260
RUC_b0826e187b79,2010399017
RUC_f14316fd8ae4,2079459148
RUC_91927281c363,2070952060
RUC_7a5596ef57ce,2034895152
RUC_302c87191086,2020052100
RUC_7b4943e04084,2057929173
RUC_a08f6aa39736,2093437777
RUC_12fc096a5364,2029762900
RUC_94bc6e76d81c,2099090721
RUC_15fa1598fc83,2029921832
RUC_d130f4002c71,2068760918
RUC_bdd668c7d24f,2027256336
RUC_e9751f3195b4,2088634271
RUC_4cdcc04d8359,2017763650
RUC_791dd7e1d9fb,2025253491
RUC_f9139dd3ba2a,2093258591
RUC_fd5e78e1ce72,2072848608
RUC_830c0cfe09c4,2079967938
RUC_ad7e017b06fa,2061219681
RUC_30c2c1747e1a,2047556447
RUC_b7966da79abe,2072175636
RUC_80b8922c0f21,2012162297
RUC_512e5e0b3a7a,2083087437
RUC_940e827c9120,2049199295
RUC_fa76110b9236,2021187015
RUC_6d151421a8dd,2081245613
RUC_6fa8fe380e98,2036223175
RUC_16fb23006984,2072719850
RUC_f9faf2cc2de3,2078922170
RUC_388d2b79b8f2,2067382285
RUC_2b5fb2cdd453,2052112366
RUC_9a37651756df,2052019028
RUC_6cb10e75abad,2092693113
RUC_3be05ba183e5,2044789187
RUC_d867e0121c80,2021869954
RUC_91bad31d3bad,2091534039
RUC_6e06e2940035,2081081601
RUC_064facf5c923,2058008787
RUC_0f39d640aa30,2020514932
RUC_340678496592,2014846070
RUC_ffb5ac9d1de7,2086451533
RUC_b47c45e8d8d0,2037677145
RUC_cde704de8a43,2070214710
RUC_8742d59ef5a8,2076613247
RUC_283561bf1db3,2044848650
RUC_d9686baad734,2009085356
RUC_aaf78577df86,2090837613
RUC_6b4c39f86664,2066104589
RUC_b27d958d2077,2076630547
RUC_85e2f5800574,2011033410
RUC_7f7803a3dcd2,2088537697
RUC_1d0c203b994b,2057932564
RUC_e893c57adeb8,2084915354
RUC_27cdead68999,2045269682
RUC_fe4361b21eb6,2017146912
RUC_092c1e65578d,2093830022
RUC_adc18b7b4955,2090408902
RUC_cd922ea731a9,2095609618
RUC_b5ac8280b638,2046859398
RUC_738437fccf9a,2084279674
RUC_a4b0e989307c,2088835937
RUC_c1c387e94d5d,2050636428
RUC_287baf77bfc2,2051367485
RUC_9474e3956ee5,2096770204
RUC_02f4fbb04946,2082647868
RUC_d057fc0a2b15,2062185872
RUC_a645d7bceb2a,2052778896
RUC_d2473f704f5e,2045282054
RUC_23cd03d19dbd,2086021462
RUC_48a21b5ce97b,2011722087
RUC_06beb14fba61,2037024710
RUC_750e61203652,2077435033
RUC_c7d1cbe0ec84,2099839122
RUC_721aedae4091,2047601641
RUC_b3b8443e4282,2064786199
RUC_519ceb2127dc,2002082803
RUC_92e0a82b44fc,2002115898
RUC_69cf636d8dd6,2041506167
RUC_1f799a4dc19f,2082499320
RUC_05f98201f44e,2057947861
RUC_83db615be044,2083037709
RUC_245803f8ebbe,2028873503
RUC_841edb51ca91,2053362929
RUC_b13a75d02525,2013284189
RUC_52777dadee80,2006444294
RUC_2840fcebca16,2059931462
RUC_2605aee04f0f,2005240343
RUC_633e433ec074,2064019811
RUC_af926b77c580,2050569390
RUC_066003c3fc67,2008309257
RUC_f37a0733b6c4,2074242971
RUC_4c3b91ef8d92,2014716920
RUC_1450e4fbc969,2096452817
RUC_2010394d5997,2009855734
RUC_ccc7ec26f250,2068100781
RUC_6a4bd262389d,2087856323
RUC_1741db692ad8,2045832604
RUC_7a9561d01f07,2004090558
RUC_b00b571419f4,2023405246
RUC_042a1cc4e337,2081142855
RUC_94ce3f11537f,2082735250
RUC_8fc6fdb3eded,2047585517
RUC_5111d7b29c67,2030808313
RUC_e8721b2e7af9,2095370945
RUC_152577086aab,2061123522
RUC_a302a9e88cd6,2023740275
RUC_4c5e452c9ee5,2001109147
RUC_d59b47b9dba9,2034304441
RUC_9127a22688d7,2016641872
RUC_04ea9c9cff92,2033411826
RUC_9602729f2cd5,2055225191
RUC_37b6e1fa4eca,2075726195
RUC_5a4285aaa439,2073030272
RUC_fdedcf81d97d,2051349743
RUC_47afd9f9ea65,2074789528
RUC_7c04169e0db9,2040613653
RUC_2e594815fa88,2057609277
RUC_cbdc1d536390,2062849793
RUC_c944ee1d1762,2008388940
RUC_0abfc04dab45,2068306876
RUC_a58b05d9bb0b,2087310649
RUC_60d51f1a5916,2072637617
RUC_1a6fa0c3e821,2052571507
RUC_acd32a013c8e,2058066767
RUC_bc394ac7ceae,2042683095
RUC_c14587d7c477,2092036701
RUC_4b120f5042f5,2003283347
RUC_7fcf7a687fdf,2024168687
RUC_d7023c895c09,2059817312
RUC_30664acece98,2006331375
RUC_addbaba35823,2010586766
RUC_478ab649b951,2023967163
RUC_03bcd0c63831,2092368101
RUC_fc17c6215cfc,2013961806
RUC_ca2a70bcd052,2097363595
RUC_4f6487ca89df,2069114417
RUC_f6b455f7c11b,2058059037
RUC_c54a87d808be,2027880355
RUC_2be3d4387b4b,2081101271
RUC_cb9a8f87a733,2004470530
RUC_22920b29b5b4,2082231687
RUC_a0c92bdec030,2033150864
RUC_57879d932b24,2047042192
RUC_4dfe320c77ce,2060627595
RUC_129d51499352,2094902246
RUC_2debe4144b43,2096247949
RUC_ddc6972abd4b,2081485489
RUC_34e84469c394,2012033056
RUC_84932b0f4bcd,2056212239
RUC_d012bc844bc3,2015652897
RUC_f0ed9c9c85d3,2059120527
RUC_c2420814773f,2088089421
RUC_1624a4f1b3a5,2049903266
RUC_ed7d47ca0040,2003449498
RUC_596d7d9854dd,2089998824
RUC_02a53b51f4a9,2045052005
RUC_985c1aa7b7cc,2056218495
RUC_26de1cc9bf07,2005835327
RUC_cf70f1f21132,2065635379
RUC_d2a196900704,2027996349
RUC_66c9b9da2451,2045697347
RUC_e24e9d91e426,2066367927
RUC_2a51f41482cd,2075689007
RUC_56a6bb516fc7,2036551080
RUC_91bd6e71868b,2049530478
RUC_0112644b0d23,2092905350
RUC_0628fe003bbd,2082156443
RUC_1c61688be698,2031742610
RUC_96bd26cec8c2,2002596408
RUC_0cd60d079b30,2027296027
RUC_47a8739084f5,2078592081
RUC_b17e399ac01c,2034148976
RUC_356247659833,2068643068
RUC_0cda80ffd814,2052573387
RUC_592b5a5f4daf,2007930066
RUC_6e383921737a,2008000425
RUC_cbaa9b5817c2,2019455714
RUC_feb6d62217e8,2085048217
RUC_1fe80dab041e,2004375439
RUC_1a9dd4dea7d9,2075223983
RUC_f5f98286f153,2014332657
RUC_7bbcc70dfc6d,2099786996
RUC_68c69b764c23,2083070874
RUC_489ab2e51778,2021252272
RUC_4a1ecc852e4a,2045776570
RUC_3cbeae84055b,2020725590
RUC_f36d7128e4a0,2014556610
RUC_396c50d562c5,2063960356
RUC_86cf71ef780c,2097086011
RUC_86932f3fa545,2004755252
RUC_9bef1ecda06d,2028628577
RUC_e8789ac22cfc,2056323517
RUC_7ba5257a89cc,2093055927
RUC_0f399208de3c,2031188641
RUC_35230f0db725,2064447144
RUC_7f1fc42829ad,2024991600
RUC_b608a73aaf2c,2080922598
RUC_48fb0bd955e1,2015048988
RUC_e7248ec16b92,2060056891
RUC_4c3b94691990,2070083854
RUC_c20455659ebc,2025302023
RUC_534da4648b82,2062397864
RUC_a404c5d15a0a,2093402197
RUC_ec7719a7a8c2,2061659174
RUC_eae1947ad810,2073797693
RUC_bff0299fdf06,2069376951
RUC_5e0e0f3639df,2089094497
RUC_37123d0e191d,2028337208
RUC_b415b90bc064,2032318459
RUC_bfd3a510f0a9,1033919058
RUC_304c5bac6def,2052206183
RUC_bd4d45f363c6,2070863024
RUC_decea93efe1f,2012809849
RUC_531babb15ecf,2094607578
RUC_92b7443a0515,2068445567
RUC_91f9ae3e6dd5,2013743067
RUC_3e1cf1b14855,2090454335
RUC_42ae50aaa73c,2059054819
RUC_04b68904fec3,2088352056
RUC_bedfdeec7bb4,2077511265
RUC_4f122f7d19bf,2005026451
RUC_9baa7627924d,2059135824
RUC_74cae53c5b23,2046751787
RUC_e14020fed681,2040866126
RUC_19d8fce70ebb,2012793422
RUC_f6cd95a2a7dd,1021589348
RUC_cc78df683cbd,2037757541
RUC_5780cc22c839,2029599576
RUC_0e0f871e2f13,2090223377
RUC_e4bcf0830792,2009785405
RUC_81b69dd4acac,2022589688
RUC_a9af6bd1e0cf,2029457874
RUC_7019891a7ed5,2037925283
RUC_37b04365762f,2051502270
RUC_5bed83bac3dc,2044242578
RUC_7da87c42d6bf,2050544462
RUC_c04bf2e1b1b4,2042761198
RUC_488bec77afca,2000121758
RUC_68844a40bf83,2039660724
RUC_75c8777c26ea,2022677765
RUC_c35c7f846a54,2007306359
RUC_3be2affe758b,2093894628
RUC_0e9fce344a4f,2096010597
RUC_a7ab68453ded,2032805428
RUC_3f348a32b1a5,2042836144
RUC_70e8149c701c,2051379016
RUC_6b051d45c2e2,2068263724
RUC_adf7ab1bf047,2052784539
RUC_69805ce28c31,2052036896
RUC_e2f19bd356d9,2081251090
RUC_0e88a821394f,2006954009
RUC_1fb50bf417cb,2045976976
RUC_56109a42435e,2068641471
RUC_ace5f8956b5d,2071743172
RUC_2a3e6268d3d5,2051562677
RUC_0f5080021e26,2028858667
RUC_836653c05def,2061098744
RUC_2de5d69ad67b,2066685881
RUC_fc88e80b4625,2040229066
RUC_46bc58ecf5d1,2033295502
RUC_2979a77f1de8,2052142070
RUC_5edaddc72fb9,2062894104
RUC_01f1e50726fe,2012438665
RUC_2af7b35624a4,2092010368
RUC_05ba408887dc,2072848023
RUC_f2442872cda9,2033591606
RUC_04b1a5b8490e,2043525526
RUC_81dd9b3f6c67,2027825543
RUC_8ca6d6b78326,1002436750
RUC_371d134e2434,2078721881
RUC_67d091b0174e,2052763268
RUC_6cf392591171,2030078470
RUC_63b8974fe8cd,2011477272
RUC_37b24a8318ee,2006969490
RUC_29ecdee54358,2061989491
RUC_89c9e3002b3d,2021705119
RUC_212a9d935629,2024906192
RUC_ad9123e8f343,2080221488
RUC_62ca8644758f,2042009956
RUC_8d32a5c47455,2007367776
RUC_0bd52d66895c,2027876144
RUC_cb9c56f94fde,2003418714
RUC_c9c8f887fa11,2098283606
RUC_9e3299c61fea,2059955585
RUC_ff12ee5c6182,2050836779
RUC_dea73673d0e7,2000954519
RUC_5a01764203cf,2057768570
RUC_784874cdb3a1,2088087892
RUC_23b855bb211d,2016185603
RUC_323fa9a52577,2038523791
RUC_6d5649ba63de,2005090949
RUC_c97bd318b92a,2074885080
RUC_989ea3e11629,2012285306
RUC_2251b7ccca24,2031307595
RUC_392aa350ac08,2062644804
RUC_04e830dd0b0a,2091901431
RUC_9f62ac53762f,2052084350
RUC_250e5da0f9cd,2001625741
RUC_8826706a0802,2066690205
RUC_4d1b4b012b4b,2077608678
RUC_6d2f75d0b1e4,2001476166
RUC_213f69b9aa75,2001938901
RUC_d9b229ee8321,2098217998
RUC_642b384abd17,2032635276
RUC_1a0cd07ebb27,2003970000
RUC_d19f814c4327,2074525786
RUC_8fb9b2fd9c53,2035877410
RUC_22c0c9dde835,2021652039
RUC_d38b162d8a28,2000507960
RUC_4d2db5df5f1d,2023554395
RUC_5d869c93d64a,2093387336
RUC_405125813a3e,2014689387
RUC_0fa4a61d1107,2006563540
RUC_4a321217ff53,2089896350
RUC_59c4fae6a018,2069121500
RUC_a1df3cdf51df,2051682890
RUC_643493f7f5af,2050748661
RUC_bb1dc791f723,2080795747
RUC_7b830c79e205,2003858294
RUC_8dbc7a8513b5,2058024554
RUC_538aabeb48ca,2078726535
RUC_2870ee0c3a2d,2067095729
RUC_c0a31b4c385e,2005459584
RUC_3b811f362a6a,2067392845
RUC_48982d6ffd9c,2053276369
RUC_157dc93b3e91,2012895360
RUC_4efdb6d781b5,2078944293
RUC_6cd116d82d3e,2098929554
RUC_3a1fece70d6c,2090077848
RUC_7460282bde01,2044541341
RUC_20e075782a32,2055840070
RUC_667b4e3158cc,2043931605
RUC_ffba0c1cdd6e,2080123968
RUC_f52d7d45f80d,2033213127
RUC_59696e684ee9,2054376441
RUC_ba173fb88bd0,2088901543
RUC_9833dcf7ec86,2004792943
RUC_4a5fe53fdd1b,2050012017
RUC_75963d6425a5,2093804116
RUC_27c4f12e11c7,2010229419
RUC_0817254f5554,1048743727
RUC_f05e9dc6587e,1031024653
RUC_cad40b7a1e3c,2035992313
RUC_4cdb053f6b84,2016965059
RUC_7d0dc70263ad,2098378939
RUC_60aeb495169a,2028381006
RUC_8c6e6caa2e3d,2033412319
RUC_36bf384f01c9,2061945853
RUC_4d8b36f11cfa,2026820794
RUC_63ee9d97dc70,2082618416
RUC_5ba3b5b15f57,2021717009
RUC_ea4a71b07bc6,2066854509
RUC_9a007852a0fc,2086870606
RUC_13ff47009fc8,2048682270
RUC_b038a6658dc4,2039530710
RUC_06addd70cd40,2031981897
RUC_f0b0733049c8,2090896108
RUC_78ca8705039c,2046058498
RUC_ef36fe8e6a7c,2010061458
RUC_d8584f1eae07,2060001107
RUC_457a2fa4e4c6,2040008808
RUC_d061e63f232a,2043931649
RUC_fcdf9b248303,2021250702
